date,name,qty,unit_price_gross,vat_rate,unit_cost,unit_vat,unit_price_net,unit_profit_est,margin_rate,food_cost_rate,total_sales_net,total_sales_gross,total_cost_est,total_profit_est
2026-06-07,Zestaw Startowy | 16 szt,1,81.9,8.0,20.13,6.066666666666667,75.83333333333334,55.70333333333335,0.7345494505494506,0.2654505494505494,75.83333333333334,81.9,20.13,55.70333333333335
2026-06-07,Rolka w tempurze ŁOSOŚ GRILLOWANY | 8 szt,1,60.0,8.0,12.31,4.444444444444445,55.55555555555556,43.245555555555555,0.77842,0.22158,55.55555555555556,60.0,12.31,43.245555555555555
2026-06-07,Zestaw Sakura | 62 szt,1,295.0,8.0,69.78,21.85185185185185,273.14814814814815,203.36814814814815,0.7445342372881356,0.2554657627118644,273.14814814814815,295.0,69.78,203.36814814814815
2026-06-07,Rolka w tempurze ŁOSOŚ SUROWY | 8 szt,1,60.0,8.0,12.89,4.444444444444445,55.55555555555556,42.66555555555556,0.76798,0.23202,55.55555555555556,60.0,12.89,42.66555555555556
2026-06-07,Nigiri łosoś | 2 szt,1,25.0,8.0,5.65,1.8518518518518519,23.14814814814815,17.498148148148147,0.7559199999999999,0.24408000000000002,23.14814814814815,25.0,5.65,17.498148148148147
2026-06-07,Wege set | 38 szt,1,160.0,8.0,22.94,11.851851851851851,148.14814814814815,125.20814814814815,0.845155,0.154845,148.14814814814815,160.0,22.94,125.20814814814815
2026-06-07,Rolka w tempurze KREWETKA EBI | 8 szt,1,60.0,23.0,13.79,11.21951219512195,48.78048780487805,34.99048780487805,0.717305,0.282695,48.78048780487805,60.0,13.79,34.99048780487805
2026-06-07,Duo set | 28 szt,1,180.0,8.0,34.6,13.333333333333334,166.66666666666666,132.06666666666666,0.7924,0.2076,166.66666666666666,180.0,34.6,132.06666666666666
2026-06-07,Miso inari tofu | 350 ml,1,33.0,8.0,1.51,2.4444444444444446,30.555555555555557,29.045555555555556,0.9505818181818181,0.04941818181818181,30.555555555555557,33.0,1.51,29.045555555555556
2026-06-07,Miso z łososiem | 350 ml,1,35.0,8.0,3.59,2.5925925925925926,32.407407407407405,28.817407407407405,0.8892228571428571,0.11077714285714287,32.407407407407405,35.0,3.59,28.817407407407405
2026-06-07,Futomaki FIRE HARMONY | 6 szt,1,58.0,23.0,10.7,10.845528455284553,47.15447154471545,36.454471544715446,0.7730862068965517,0.22691379310344825,47.15447154471545,58.0,10.7,36.454471544715446
2026-06-07,Hosomaki AWOKADO | 8 szt,1,21.0,8.0,4.73,1.5555555555555556,19.444444444444443,14.714444444444442,0.756742857142857,0.2432571428571429,19.444444444444443,21.0,4.73,14.714444444444442
2026-06-07,Futomaki ŁOSOŚ SUROWY | 6 szt,1,38.0,8.0,7.81,2.814814814814815,35.18518518518518,27.375185185185185,0.7780315789473684,0.2219684210526316,35.18518518518518,38.0,7.81,27.375185185185185
2026-06-07,Futomaki ŁOSOŚ SUROWY | 6 szt / 12 szt,1,36.0,8.0,7.81,2.6666666666666665,33.333333333333336,25.523333333333337,0.7657,0.23429999999999998,33.333333333333336,36.0,7.81,25.523333333333337
